index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
1096,1096,do you ever feel stupid saying this is a white country #nativeamericans,O,"(B) Not hate. 1.The post starts by asking a question, ""do you ever feel stupid saying this is a white country?"" This question implies that the person being addressed may have a negative opinion about the country being predominantly white. 2. The post then includes the hashtag #nativeamericans, which suggests that the person is referring to native Americans. Based on this analysis, the post does not appear to be hate speech. It may express a negative opinion about the country being predominantly white, but it does not contain any explicit or direct hate towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
1108,1108,every time labron opens his mouth the whole world hears how dumb he is,O,"(A) Hate. 1.The post specifically mentions ""labron,"" which is a nickname for a black person. This targets black people as a group. 2. The post implies that every time Labron opens his mouth, the whole world hears how dumb he is. This implies that black people are dumb. 3. The post further implies that black people are not intelligent by stating that ""every time Labron opens his mouth, the whole world hears how dumb he is."" This implies that black people are not intelligent. Overall, the post is offensive because it uses derogatory language and stereotypes to target and insult black people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people.,Black people are dumb.
1126,1126," the  "" mainstream "" "" is degenerate via #weimerica #altright #altsouth """,O,"(B) Not hate. 1.Identify the content: The post mentions the ""mainstream"" and includes hashtags such as #weimerica, #altright, and #altsouth. 2. Analyze the context: The post seems to be discussing the mainstream and using hashtags related to the mainstream and the alt-right movement. 3. Evaluate the intent: The post does not explicitly express hatred or discrimination towards a specific group of people. However, it does use derogatory language (""degenerate"") to describe the mainstream. 4. Consider the impact: The post could potentially contribute to a negative or divisive narrative by implying that the mainstream is degenerate. Based on the analysis, the post can be considered as expressing a negative opinion about the mainstream and using hashtags associated with the alt-right movement. However, it does not directly incite hatred or discrimination towards a specific group. Therefore, it may not be classified as hate speech, but it does contain elements that could be seen as promoting division or animosity towards the mainstream.",Miss,(A) Hate.,Miss,(A) Hate.,,
1139,1139,what 's with all the recent terror attacks ? its ramadan . and you 're not you when you 're hungry .,O,"(A) Hate. 1.The post mentions ""terror attacks"" and links them to the Islamic holiday of Ramadan. This implies that Muslims are responsible for these attacks. 2. The post then states, ""and you're not you when you're hungry."" This statement suggests that Muslims are not true to their religion when they are hungry. 3. The post targets Muslims by insinuating that they are not true to their religion when they are hungry. This implies that Muslims are not true to their religion when they are hungry. Overall, the post is offensive because it makes a generalization about Muslims and implies that they are terrorists. It promotes negative stereotypes and perpetuates discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,,
1146,1146,report : illegals eligible for $ 1.3 trillion in retirement benefits ? ! via #noamnesty #immigration,O,"(A) Hate. 1.The post specifically mentions ""illegals"" which is a derogatory term used to refer to undocumented immigrants. This targets immigrants as a group. 2. The post mentions that immigrants are eligible for $1.33 trillion in retirement benefits. This implies that immigrants are taking advantage of government benefits that are not provided to them. 3. The use of the hashtags #noamnesty and #immigration further emphasizes the negative view towards immigrants and suggests that they are not entitled to amnesty. Overall, the post targets immigrants by using derogatory language and implies that they are taking advantage of government benefits. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,illegal people,Illegal people shouldn't get benefits.
1153,1153,a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies,O,"(A) Hate. 1.The post uses the hashtag #withjewswelose, which implies that Jews are losing or being defeated. This targets Jews by suggesting that they are a group that is a threat or a problem. 2. The post also includes the hashtag #nomorejewishlies, which suggests that there is a negative perception or stereotype about Jews. This further targets Jews by suggesting that they are not trustworthy or trustworthy. 3. The implied meaning of the post is that Jews are deceitful. This is derived from the use of the hashtag #nomorejewishlies, which implies that Jews are not trustworthy or trustworthy. Overall, the post is offensive because it targets Jews, portrays them as deceitful, and promotes negative stereotypes about their character and beliefs. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,jews,Jews are controlling and liars
1159,1159,would you like fries with your mass amnesty and depressed wages ? mt :,O,"(A) Hate. 1.The post mentions ""fries"" and ""mass amnesty,"" which are terms commonly associated with immigrants. This implies that immigrants are being compared to a group that is being criticized for their leniency towards immigrants. 2. The post also mentions ""depressed wages,"" which is a derogatory term used to describe the economic situation of immigrants. This implies that immigrants are being criticized for their economic situation. 3. The post concludes with ""mt :,"" which stands for ""make a retweet,"" which suggests that the post is intended to be shared and shared with others. Overall, the post targets immigrants by associating them with negative characteristics such as being lazy, implying that they are being criticized for their economic situation. This can be considered offensive as it generalizes and stereotypes immigrants as lazy and unproductive. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,immigrant,Immigrants depress American wages
1162,1162,i guess also eat white bread and drive white cars . no cause y u know .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1168,1168,being pro white doesn't equate to hating another race . we respect others who wish to engage in their racial identities .,O,"(B) Not hate. 1.The post states that being pro white does not equate to hating another race. 2. It acknowledges that others who wish to engage in their racial identities are respected. Based on this analysis, the post does not appear to be hate speech. It promotes the idea that being pro white does not equate to hating another race, and instead promotes respect for others who wish to engage in their racial identities.",Miss,(A) Hate.,Miss,(A) Hate.,,
1183,1183,what a national socialist america will do for the white american worker ! #nationalsocialism #nationalism,O,"(A) Hate. 1.The post mentions ""national socialist America,"" which is a reference to the Nazi party and their ideology. 2. It states that this ideology will do something for the white American worker. 3. The use of hashtags like #nationalsocialism and #nationalism further reinforces the connection between national socialism and nationalism. 4. The post implies that national socialism is beneficial for white Americans. 5. The post targets minorities by implying that they are inferior to white Americans. 6. The implied meaning of the post is that minorities are inferior to whites. Therefore, the post can be considered offensive as it promotes discrimination and inequality based on race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white nationalists,White nationalists only care about white people.
1185,1185,in the old days of america baptists were stereotyped as either being white trash or blacks .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1241,1241,namecalling like that is what got trump elected . we are the american people of all races . i'm not white  but i do see white people pushing back on the labels that racist democrats have been giving them . finally !,O,"(B) Not hate. 1.The post mentions ""namecalling"" and its impact on Trump's election. 2. It states that ""we are the American people of all races."" 3. It mentions that the person is not white but sees white people pushing back on labels that racist Democrats have been giving them. 4. It concludes by stating that white people are finally addressing these labels. Based on this analysis, the post does not appear to be hate speech. It expresses a political opinion and highlights the importance of acknowledging and challenging labels that are racist.",Miss,(A) Hate.,Miss,(A) Hate.,,
1242,1242,hindus respect white man's and white woman's achievements in science and their liberal values .,O,"(B) Not hate. 1.The post states that ""Hindus respect white man's and white woman's achievements in science and their liberal values."" 2. It does not contain any derogatory language or offensive slurs targeting a specific group of people. 3. It does not promote violence or discrimination against any group. 4. It does not incite hatred or violence towards any group. Based on these steps, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
1245,1245,i have only dated white girls and i'm mexican  how does this race mixing make you feel ? really wanna know,O,"(B) Not hate. 1.The post starts by stating that the person has only dated white girls and is Mexican. 2. The post then asks how this race mixing makes the person feel. 3. The post ends with a question asking how this race mixing makes the person feel. Based on this analysis, the post does not appear to be hate speech. It is a question seeking information about the impact of race mixing on the person's feelings.",Miss,(A) Hate.,Miss,(A) Hate.,,
1255,1255,no woman has the right to kill an unborn baby ! it's not her body  it's the baby's body  she's choosing to kill . open your eyes ! ! !,O,"(B) Not hate. 1.The post states that no woman has the right to kill an unborn baby. 2. It argues that it is not the woman's body but the baby's body that the woman is choosing to kill. 3. It concludes by telling the reader to ""open your eyes."" Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint on the issue of abortion and calling for awareness about the issue.",Miss,(A) Hate.,Miss,(A) Hate.,,
1269,1269,that's a consolationto be killed by a middle class  educated jihadi rather than by,O,"(A) Hate. 1.The post specifically mentions ""being killed by a middle class educated jihadi."" This targets Muslims by implying that they are more likely to be killed by individuals who are educated and educated. 2. The post suggests that it is a consolation to be killed by a middle class educated jihadi. This implies that Muslims are more likely to be killed by individuals who are educated and educated. 3. The post further implies that Muslims are violent by stating that it is a consolation to be killed by a middle class educated jihadi. This generalization is offensive because it stereotypes and stigmatizes an entire religious group based on the actions of a few individuals. Overall, the post is offensive because it targets Muslims, portrays them as violent, and perpetuates negative stereotypes about their character and actions. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims are out to kill others
1275,1275,cuckservatives : trump and white identitypolitics,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1284,1284,an end to open borders is the holy grail of trump movement  you corporate-schlong-sucking cucks .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1290,1290,islam is racist,O,"(A) Hate. 1.The post states ""islam is racist."" This statement targets Muslims by implying that their religion is racist. 2. The post implies that Muslims are racist by stating that Islam is racist. This generalization is offensive because it stereotypes and discriminates against an entire religious group based on the actions or beliefs of a few individuals. 3. The implied meaning of the post is that Muslims are racist. This is a harmful stereotype and promotes discrimination and prejudice against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims are racist
1295,1295,when are you and your following gonna get to the white nights and cool aid  jonestown style ?,O,"(B) Not hate. 1.The post mentions ""white nights"" and ""cool aid jonestown style."" 2. It does not explicitly mention any specific group or individual, but it does mention ""white nights"" and ""cool aid jonestown style."" 3. It does not contain any derogatory language or offensive slurs. 4. However, it does mention ""white nights"" and ""cool aid jonestown style,"" which could be interpreted as a reference to a specific event or situation. Based on these steps, the post does not appear to be hate speech. It may be seen as a reference to a specific event or situation, but it does not contain any explicit hate speech or offensive language.",Miss,(A) Hate.,Miss,(A) Hate.,,
1298,1298,another question  if white heritage beat hitler why are so many white men standing with their arms straight out wearing swatikas ?,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1311,1311,thatis so true my friend . black & whites must stand together with all colors as americans .,O,"(B) Not hate. 1.The post starts by stating ""that is so true my friend."" This is a statement of agreement or affirmation. 2. The post then states ""black & whites must stand together as all colors as Americans."" This statement is promoting unity and unity among different racial groups, specifically black and white people. Based on this analysis, the post does not appear to be hate speech. It promotes unity and unity among different racial groups, without promoting discrimination or prejudice.",Miss,(A) Hate.,Miss,(A) Hate.,,
1314,1314,too white  not right : non-white hysteria over white as snow miss france via #missfrance #cran,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1323,1323,yes once the minorities vote as blocks  whites cant afford to have two parties anymore,O,"(B) Not hate. 1.The post mentions minorities voting as blocks. This implies that minorities are a threat to the majority. 2. The post then states that once minorities vote as blocks, whites cannot afford to have two parties anymore. This implies that the majority is a burden on whites financially. Based on this analysis, the post does not appear to be hate speech. It expresses a political opinion and suggests that minorities are a burden on whites financially. However, it does not contain any explicit derogatory language or promote discrimination or violence towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
1332,1332," between anti-jihad activist & actual hate-groups like  "" white man are half beast devils "" "" shut down spencer . """,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1334,1334," proliferating anti-white agenda  "" """,O,"(A) Hate. 1.The post explicitly mentions ""proliferating anti-white agenda,"" which implies that the post is targeting a specific group, in this case, white people. 2. The post uses quotation marks around the phrase ""anti-white agenda,"" suggesting that the post is questioning or dismissing the idea of a pro-life agenda. 3. By stating that the pro-life agenda is ""anti-white,"" the post implies that the pro-life movement is actively working against white people. 4. The implied meaning of the post is that white people are being oppressed or marginalized, as it suggests that the pro-life movement is actively working against white people. This post can be considered offensive because it generalizes and stereotypes an entire racial group, implying that they are being oppressed or discriminated against. It promotes a negative and divisive narrative that can contribute to racial tensions and discrimination. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are opposed to whites
1350,1350,What's Hitler's favorite time of the year Gas season,O,"(A) Hate. 1.The post mentions Hitler, who was a historical figure associated with hate and genocide. 2. It suggests that Hitler's favorite time of the year is gas season. 3. The post uses a play on words by combining Hitler's favorite time of the year with gas season. Based on this analysis, the post can be considered hate speech. It promotes a negative stereotype about Hitler and uses a play on words to mock and belittle him.",Miss,(B) Not hate.,Miss,(B) Not hate.,,
1351,1351,has been invaded left and right  north and south  since the fall of the roman empire  that's why you have people that look ethnically diverse,O,"(B) Not hate. 1.The post mentions that the country has been invaded left and right, north and south, since the fall of the Roman Empire. 2. It states that because of this invasion, people from different ethnic backgrounds have been present in the country. Based on this explanation, the post does not appear to be hate speech. It is a statement about the presence of ethnic diversity in the country.",Miss,(A) Hate.,Miss,(A) Hate.,,
1354,1354,are you not happy you whites do not need welfare . change places .,O,"(A) Hate. 1.The post directly targets white people by stating ""are you not happy you whites do not need welfare."" This implies that white people are not happy or satisfied with their current situation. 2. The post further implies that white people do not need welfare, suggesting that they are not deserving of assistance or support. 3. The post further suggests that white people should ""change places,"" implying that they should move away from the current location or community. Overall, the post is offensive because it generalizes and stereotypes white people as being lazy or unsatisfactory, implying that they are not happy or deserving of welfare. It promotes a negative and discriminatory view towards white people, which is discriminatory and harmful. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people don't need welfare.
1355,1355,elin krantz : just another dead white pro-multiculturalism liberal via,O,"(B) Not hate. 1.The post mentions Elin Krantz, who is a person. 2. It describes her as ""just another dead white pro-multiculturalism liberal."" Based on this information, it can be concluded that the post is not hate speech. It is expressing a negative opinion about Elin Krantz and referring to her as a ""dead white pro-multiculturalism liberal."" However, it does not contain any explicit or direct hate speech towards a specific group of people.",Miss,(A) Hate.,Miss,(A) Hate.,,
1360,1360,is a designated hate group notorious for attacking non-white immigrants & cath . church #feet2fire16,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1370,1370,spoken like a true apologist for islamic supremacism .,O,"(A) Hate. 1.The post refers to someone as a ""true apologist for Islamic supremacism."" This implies that the person being referred to is defending or defending Islam. 2. The post specifically targets Muslims by mentioning ""Islamic supremacism."" This implies that Muslims are associated with or supportive of a belief system that promotes the superiority of Islam over other religions. 3. The post further implies that Muslims are a threat by stating that the person being referred to is a ""true apologist"" for Islamic supremacism. This generalization is offensive because it stereotypes and stigmatizes an entire religious group based on the actions or beliefs of a few individuals. Overall, the post is offensive because it targets Muslims by associating them with a negative ideology and implies that they are a threat to society. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims are arrogant
1371,1371,& even white folks dont want to live amongst other white folk ... its not a race / color thing .,O,"(B) Not hate. 1.The post states that even white folks do not want to live among other white folk. 2. It clarifies that this is not a race/color thing. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the preference of white people and emphasizing that it is not a matter of race or color.",Miss,(A) Hate.,Miss,(A) Hate.,,
1385,1385,> don't make the white kids angry,O,"(B) Not hate. 1.The post states ""don't make the white kids angry."" 2. The post is addressing a specific racial group, white kids. 3. The post does not contain any explicit derogatory language or slurs. 4. The post does not incite violence or promote discrimination. Based on these steps, the post does not appear to be hate speech. It is a general statement about a racial group and does not contain any explicit derogatory language or promote discrimination.",Miss,(A) Hate.,Miss,(A) Hate.,,
1387,1387,growing ? or white flight from other citiies ?,O,"(B) Not hate. 1.The post mentions ""growing"" and ""white flight."" 2. It does not explicitly mention any specific group or individual in a derogatory or hateful manner. 3. However, it does mention ""white flight,"" which refers to the phenomenon of white people leaving urban areas and moving to suburban or rural areas. 4. The post does not provide any context or explanation for this phenomenon. Based on these steps, the post does not appear to be hate speech. It is discussing a topic related to demographic trends and migration patterns.",Miss,(A) Hate.,Miss,(A) Hate.,,
1390,1390,will is an anti-white soymale,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1415,1415,leave south carolana now.listen to killed lil john beat by gwapo brown #np on #,O,"(B) Not hate. 1.The post mentions leaving South Carolina now. 2. It mentions listening to ""killed lil john beat by gwapo brown."" 3. It includes the hashtag #np on #. Based on this information, it is difficult to determine whether the post is hate speech or not. The post does not contain any explicit hate speech or derogatory language towards a specific group of people. However, the mention of ""killed lil john beat"" could potentially be seen as promoting violence or harm towards a specific group of people. Without further context or information, it is not possible to definitively classify it as hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
1421,1421,"  "" : californias hispanic population to outnumber whites by end of 2013 ! read more : "" "" ; """,O,"(B) Not hate. 1.The post mentions the Hispanic population in California outnumbering whites by the end of 2013. 2. It includes a link to read more about this topic. Based on this information, the post does not appear to contain hate speech. It is simply stating a demographic trend and a link to read more about it.",Miss,(A) Hate.,Miss,(A) Hate.,,
1445,1445,sharia is islamic law ... for muslims and dhimmies . stop lying .,O,"(B) Not hate. 1.The post states that ""sharia is Islamic law"" and specifically mentions Muslims and Dhimmies. 2. It accuses someone of spreading false information. Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the relationship between Sharia law and Muslims and a call for truth.",Miss,(A) Hate.,Miss,(A) Hate.,,
1454,1454,other than brad - if you repel whites .. you aren't promoting homogeneity  unity etc .,O,"(B) Not hate. 1.The post mentions ""repelling whites"" and implies that if someone is promoting homogeneity unity, they are not promoting homogeneity. 2. The post does not explicitly target or attack any specific group based on their race or ethnicity. 3. However, it does make a generalization about a specific racial group, suggesting that they are not homogeneous. 4. The post does not provide any evidence or specific examples to support this claim. Based on these steps, the post can be considered as expressing a negative opinion about a specific racial group, but it does not explicitly promote hate or discrimination. Therefore, it can be categorized as a form of generalization rather than hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
1456,1456,dr . david duke : the racial murder and rape of white women in america va,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1464,1464,as things get more precarious  most tentative whites in countries like us & aus will cast off hive narr,O,"(B) Not hate. 1.The post mentions ""most tentative whites in countries like us & aus."" This suggests that there is a group of people who are tentative or cautious about something. 2. The post also mentions ""hive narr."" It is unclear what the term ""hive narr"" refers to, as it is not clear what it refers to. Based on this analysis, it is difficult to determine whether the post is hate speech or not. The post does not contain any explicit hate speech or derogatory language towards a specific group. However, without further context or information, it is not possible to make a definitive decision.",Miss,(A) Hate.,Miss,(A) Hate.,,
1477,1477,you're obsessed with white polos . the entire georgia bulldog fanbase must be stupid larpers every saturday . in their white polos and sperrys,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1489,1489," oh i see  so your question was who made the nation and the answer according to your tiny mind is  "" whites ! "" "" okay . that's very neanderthal of you to scope it that way but if it makes you feel good  go ahead  shout it from the roof . """,O,"(B) Not hate. 1.The post starts by addressing the person's question about who made the nation. 2. The post then states that the answer according to their tiny mind is ""whites."" 3. The post then states that it is neanderthal for the person to scope the question in this way. 4. The post concludes by saying that if it makes the person feel good, they should shout it from the roof. Based on this analysis, the post does not appear to be hate speech. It may be seen as confrontational or confrontational, but it does not contain any explicit or direct hate speech towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
1491,1491,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,O,"(A) Hate. 1.The post starts by mentioning ""you want black nationalism."" This implies that the post is targeting black people who support or advocate for black nationalism. 2. The post then states that there is no difference between the two, implying that there is no difference between the two. 3. The post then goes on to say that if a white person says they want to focus on white, it is racist. This implies that black people who advocate for white nationalism are being labeled as racist. 4. The post concludes by stating that if a white person wants to focus on white, it is racist. This implies that black people who advocate for their own nationalism are not only racist but also racist. 5. The post concludes by stating that if a black person supports or supports black nationalism, it is all good. This implies that black people who advocate for black nationalism are not only racist but also racist. Overall, the post targets black people by suggesting that they are racist and that they are not capable of expressing their own nationalism. This can be considered offensive as it generalizes and stereotypes an entire racial group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,Black nationalism is same as White nationalism
1502,1502,africans in general have other problems such as weak facility for abstract thought,O,"(A) Hate. 1.The post specifically mentions ""Africans"" and states that they have ""weak facility for abstract thought."" This targets Africans by singling them out based on their nationality and implying that they have a lack of ability to think abstractly. 2. The post implies that Africans are intellectually inferior by stating that they have a ""weak facility for abstract thought."" This implies that Africans are intellectually inferior and incapable of thinking abstractly. 3. The post further implies that Africans are intellectually inferior by stating that they have a ""weak facility for abstract thought."" This implies that Africans are intellectually inferior and incapable of thinking abstractly. Overall, the post is offensive because it targets Africans based on their nationality and implies that they are intellectually inferior. It perpetuates negative stereotypes and promotes discrimination against Africans. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black folks,Black folks are dumb
1505,1505,how come you hate muslims so much ? i thought white supremacist nazis like you hated jews,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1509,1509,where is new testament says to kill rape anyone ? nowhere . prophet koran hadith command you to kill rape nonbelievers if you want go heaven,O,"(A) Hate. 1.The post starts by questioning where the new testament says to kill rape anyone. This implies that the post is targeting Muslims as it is questioning the authority of the Quran and its teachings. 2. The post then states that the Prophet Koran and Hadith command Muslims to kill nonbelievers if they want to go heaven. This implies that Muslims are being commanded to engage in sexual violence and rape. 3. The post concludes by stating that Muslims are being commanded to kill nonbelievers if they want to go heaven. This implies that Muslims are being portrayed as rapists and that they are being portrayed as a threat to heaven. Overall, the post targets Muslims by questioning their religious beliefs and implying that they are rapists. This can be seen as offensive because it promotes harmful stereotypes and perpetuates discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims promote murder.
1510,1510,this is racist . no white people here  or jews .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1544,1544,christians don't wanna kill muslims in america .,O,"(B) Not hate. 1.The post states that ""christians don't wanna kill Muslims in America."" This statement is expressing a personal opinion or belief about the intentions of Christians towards Muslims in America. 2. The post does not contain any explicit derogatory language or offensive slurs. 3. The post does not incite violence or promote discrimination against Muslims. Based on these steps, the post does not appear to be hate speech. It is expressing a personal opinion or belief about the intentions of Christians towards Muslims in America.",Miss,(A) Hate.,Miss,(A) Hate.,,
1547,1547,don't bother sending your son to #boyscouts anymore ... #perversion #family #children,O,"(A) Hate. 1.The post includes the hashtag #boyscouts, which is a reference to the Boy Scouts, a group of Scouts who are primarily white. This targets the group of whites by implying that they are not interested in or supportive of the Boy Scouts. 2. The post then mentions ""don't bother sending your son to #boyscouts anymore,"" suggesting that the person is not interested in sending their son to the Boy Scouts anymore. This implies that the person believes that sending their son to the Boy Scouts is a perversion or a negative thing. 3. The use of hashtags like #perversion, #family, and #children further targets whites by associating them with negative connotations. This implies that whites are engaging in perversion or a negative behavior. Overall, the post targets whites by suggesting that they are not interested in their sons and implies that they are not interested in their own children. This can be considered offensive as it generalizes and stereotypes an entire racial group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,boy scout leaders,Boy scout leaders are perverts
1550,1550,cbn : sweden is on the fast tract to become a 3rd world country #swrm via,O,"(A) Hate. 1.The post mentions ""Sweden"" and ""3rd world country,"" which implies that Sweden is on a path to becoming a third world country. This targets immigrants by suggesting that they are the cause of Sweden's decline. 2. The use of the hashtag #swrm further emphasizes the negative connotation associated with immigrants, suggesting that they are responsible for the decline of Sweden. 3. The implied meaning of the post is that immigrants are a burden on society, as it suggests that Sweden is on a fast track to become a third world country. This implies that immigrants are a burden on society and are a burden on society. Overall, the post is offensive because it targets immigrants and implies that they are a burden on society. It promotes negative stereotypes and perpetuates discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities bring down a society
1568,1568,atlanta hawks poor attendance is blamed on black crowds making southern whites uncomfortable :,O,"(A) Hate. 1.The post specifically mentions ""atlanta hawks poor attendance,"" implying that the attendance of the Atlanta Hawks is a problem. 2. It then states that the poor attendance is blamed on ""black crowds,"" suggesting that the presence of black people is a factor in the poor attendance. 3. The post further implies that this blame is making southern whites uncomfortable, suggesting that the presence of black people is causing discomfort for southern whites. This post can be considered offensive because it targets black people by implying that they are responsible for the poor attendance of the Atlanta Hawks and suggests that their presence is making southern whites uncomfortable. It perpetuates negative stereotypes and promotes a divisive narrative that black people are inherently uncomfortable or causing discomfort for southern whites. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,Black people make white people uncomfortable.
1575,1575,so there are no black people & whites never did anything wrong to them and there are no germans and jews and no reason to discuss ww2 right ?,O,"(B) Not hate. 1.The post starts by stating that there are no black people and whites. This is a factual statement and does not appear to be hate speech. 2. The post then states that whites never did anything wrong to black people and Germans and Jews. This is a factual statement and does not appear to be hate speech. 3. The post concludes by stating that there is no reason to discuss WWII. This is a subjective opinion and does not appear to be hate speech. Based on the step-by-step analysis, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
1581,1581,not if you're pro-white .,O,"(B) Not hate. 1.Identify the content: The post states ""not if you're pro-white."" 2. Analyze the context: The post seems to be referring to someone who is pro-white. 3. Evaluate the intent: The post does not explicitly express hatred or discrimination towards any specific group. However, it does mention ""pro-white,"" which could potentially be interpreted as promoting a specific racial or ethnic group. 4. Consider the impact: The post could potentially be seen as promoting a divisive or discriminatory viewpoint. Based on the step-by-step analysis, the post does not appear to be hate speech. However, it is important to note that without further context, it is difficult to fully determine the intent or potential impact of the statement.",Miss,(A) Hate.,Miss,(A) Hate.,,
1605,1605,those sheriffs are all teutonic white . amerika uber alles ! gott mit uns !,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
1616,1616,black panther leader tells a crowd in charleston to kill whites and their children,O,"(A) Hate. 1.The post specifically mentions a ""black panther leader"" telling a crowd in Charleston to kill whites and their children. This targets the group of black people by associating them with violence and promoting harm towards white people. 2. The post implies that black people are violent by suggesting that the leader's statement is representative of the entire black community. This generalization is offensive because it stereotypes and discriminates against an entire racial group based on the actions of a few individuals. 3. The post also implies that black people are violent by suggesting that the leader's statement is representative of the entire black community. This perpetuates harmful stereotypes and promotes a negative and offensive view of black people as a whole. Overall, the post is offensive because it targets black people, promotes harmful stereotypes, and promotes violence against them. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,Black people want to kill whites.
1634,1634,mr . taylor ... you speak a lot of truth  and i can really relate ... i am a northener .. a white man .. and i am a very proud man of my white race,O,"(B) Not hate. 1.The post starts by addressing someone named Mr. Taylor. 2. It states that Mr. Taylor speaks a lot of truth and the person can relate to it. 3. The post then mentions being a Northener, which is a racial identity. 4. The post concludes by stating that the person is proud of their white race. Based on this analysis, the post does not appear to contain hate speech. It is expressing a personal opinion about the person's pride in their race.",Miss,(A) Hate.,Miss,(A) Hate.,,
1650,1650,white man invades mosque,O,"(B) Not hate. 1.The post mentions a ""white man invades mosque."" This statement is a factual statement about an incident that occurred. 2. The post does not contain any derogatory language or slurs. 3. The post does not target or discriminate against any specific group based on their race, religion, ethnicity, or any other protected characteristic. 4. The post does not incite violence or promote harm towards any individual or group. Based on these steps, the post does not appear to be hate speech. It is a factual statement about an incident that occurred.",Miss,(A) Hate.,Miss,(A) Hate.,,
