index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
974,974,jewish mayor of st . petersburg  florida ' bans ' donald trump via #withjewswelose,Miss,"(B) Not hate. 1.The post mentions a Jewish mayor of St. Petersburg, Florida. 2. It states that the mayor ""bans"" Donald Trump. 3. It includes the hashtag #withjewswelose. Based on this analysis, the post does not appear to be hate speech. It is expressing a political opinion and expressing a negative sentiment towards the mayor and Donald Trump.",O,(A) Hate.,O,(A) Hate.,jews,Jews don't like white people.
1011,1011,if they're perfectly capable of taking care of themselves then why do these cities need the feds ?,Miss,"(A) Hate. 1.The post starts by stating ""if they're perfectly capable of taking care of themselves then why do these cities need the feds?"" This implies that the cities being referred to are not capable of taking care of themselves. 2. The post then targets immigrants by stating ""if they're perfectly capable of taking care of themselves then why do these cities need the feds?"" This implies that immigrants are a burden on society and that they are a burden on the government. 3. The post further implies that immigrants are a burden on society by suggesting that they are a burden on society and that they are a burden on the government. This post can be considered offensive because it generalizes and stereotypes immigrants as a burden on society, suggesting that they are a burden on society and that they are a burden on society. It also perpetuates negative stereotypes and promotes a discriminatory view towards immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1021,1021,it's too bad that neocons won't allow white people to feel the same way without getting called ugly epithets .,Miss,"(B) Not hate. 1.The post expresses a negative opinion about neocons not allowing white people to feel the same way without being labeled as ugly epithets. 2. It does not directly attack or demean any specific race or group of people. 3. However, it does make a generalization about neocons and implies that they label white people as ugly epithets. Based on these steps, the post can be considered as expressing a negative opinion about neocons and their treatment of white people. However, it does not directly attack or demean any specific race or group of people. Therefore, it can be categorized as expressing a negative opinion rather than hate speech.",O,(A) Hate.,O,(A) Hate.,neocons,neocons are racist against whites
1065,1065,: dr . david duke : will the white race survive ? via,Miss,"(B) Not hate. 1.The post mentions Dr. David Duke, who is a well-known white supremacist and former leader of the Ku Klux Klan. 2. The post asks a question about the survival of the white race. 3. The post does not provide any further context or information about the topic. Based on this analysis, the post does not appear to be hate speech. It is a question about the survival of the white race.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are substandard
1076,1076,they eat white babies too,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,minorities,Minorities are vicious
1095,1095,has a decade of black on white  elderly  asian  disabled  lgbt  homeless  veterans  etc .,Miss,"(B) Not hate. 1.The post mentions various groups: black on white, elderly, Asian, disabled, homeless veterans, etc. 2. It does not explicitly express hatred or discrimination towards any specific group. 3. However, it does mention different groups that are often associated with negative stereotypes or discrimination. 4. The post does not provide any context or evidence to support these claims. Based on these steps, the post does not appear to be hate speech. It may be seen as a generalization or stereotype about certain groups, but it does not contain explicit derogatory language or promote discrimination or violence.",O,(A) Hate.,O,(A) Hate.,black people,Black people hate Asians.
1109,1109,democrats protect their racist its ok . but anyone else who is not a dem are true racist . do they know how stupid they look .,Miss,"(A) Hate. 1.The post starts by stating that ""democrats protect their racists."" This implies that Democrats are supportive of racism and that they protect it. This targets Democrats by suggesting that they are tolerant of racism. 2. The post then states that ""anyone else who is not a dem are true racist."" This implies that Democrats are not only racist but also racist. By stating that anyone who is not a Democratic is ""true racist,"" the post suggests that Democrats are inherently racist. 3. The post concludes by stating ""do they know how stupid they look."" This statement further targets Democrats by implying that they are ignorant and lack intelligence. Overall, the post is offensive because it targets Democrats by suggesting that they are racist and that anyone who is not a Democratic is racist. It also implies that Democrats are ignorant and lacks intelligence. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1114,1114,elder you are absolutely right . race has been a tool of the democrap party to villify white people and foster division .,Miss,"(B) Not hate. 1.The post starts by addressing someone as ""elder"" and agrees with their statement. 2. It then states that race has been a tool of the Democratic Party to ""villify white people and foster division."" Based on this analysis, the post does not appear to be hate speech. It expresses a political opinion and makes a claim about the Democratic Party's use of race as a tool to divide white people. However, it does not contain any explicit derogatory language or promote violence or discrimination against any specific group.",O,(A) Hate.,O,(A) Hate.,democrats,Democrats don't like white people.
1125,1125,are we for white immagration ?,Miss,"(B) Not hate. 1.The post is a question asking if the person or group being referred to is for ""white immagration."" 2. The term ""white immagration"" refers to the belief that white people are superior or more deserving of power and privilege. 3. The post does not provide any context or explanation for why the person or group is supporting white immagration. 4. The post does not provide any additional information or context about the person or group being referred to. Based on this analysis, the post does not appear to be hate speech. It is a question about whether the person or group supports white immagration.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are pushing out whites
1130,1130,doesn't he know you can't say anything against a muslim . our governments think they are better than anyone else .,Miss,"(A) Hate. 1.The post starts by stating, ""doesn't he know you can't say anything against a Muslim."" This implies that there is a specific group of Muslims that the author believes cannot be addressed or criticized. 2. The post then goes on to say, ""our governments think they are better than anyone else."" This statement suggests that the author believes that the governments of the country, specifically Muslims, hold a superior status compared to other groups. 3. The post concludes by stating, ""Muslims are better than anyone else."" This implies that Muslims are superior to other groups, suggesting that they are not deserving of the same rights and privileges as others. Overall, the post targets Muslims by suggesting that they are not deserving of the same rights and privileges as other groups, and that their governments are superior to others. This can be considered offensive as it perpetuates stereotypes and promotes discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1142,1142,the word aryan is a sanskrit term  like the swastika . showing your flawed system of beliefs as really ignorant white people .,Miss,"(A) Hate. 1.The post mentions the word ""aryan"" and compares it to the swastika, which is a symbol associated with Nazi Germany and the Nazi regime. This targets white people by implying that they are ignorant and ignorant. 2. The post then states that the word ""aryan"" is a Sanskrit term, implying that it is a swastika. This further targets white people by associating them with a symbol associated with Nazi Germany and implying that they are ignorant. 3. The post concludes by stating that white people are ignorant, implying that they are ignorant and ignorant. This generalization is offensive because it stereotypes and discriminates against an entire racial group based on the actions or beliefs of a few individuals. Overall, the post is offensive because it targets white people, associates them with a symbol associated with Nazi Germany, and implies that they are ignorant. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1144,1144,you are free to give up technology and freedom aforded by white men,Miss,"(A) Hate. 1.The post states that ""you are free to give up technology and freedom aforded by white men."" This implies that white people are the ones who provide these benefits. 2. By stating that white people are the ones providing these benefits, the post suggests that white people are the ones who are promoting these benefits. 3. The post further implies that white people are the ones who are promoting these benefits, suggesting that they are the ones who are promoting these benefits. Overall, the post targets white people by suggesting that they are the ones promoting technology and freedom, and it implies that they are the ones who are promoting this freedom. This can be seen as offensive because it generalizes and stereotypes an entire racial group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1150,1150,dr . david duke : will the white race survive ? ( video ) va,Miss,"(B) Not hate. 1.The post mentions Dr. David Duke, who is a well-known white supremacist and former leader of the Ku Klux Klan. 2. The post asks a question about the survival of the white race. 3. The post includes a video link, which suggests that there is a video related to the topic. Based on this analysis, the post does not appear to be hate speech. It is simply asking a question about the survival of the white race.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are killing out the white race
1151,1151,republicans force #immigrants to work as slaves under the threat of deportation . #immigration,Miss,"(A) Hate. 1.The post specifically mentions ""republicans"" and their actions of forcing immigrants to work as slaves under the threat of deportation. This targets immigrants by suggesting that they are being forced to work as slaves and that they are being treated as if they are inferior or enslaved. 2. The use of the hashtag #immigration further emphasizes the focus on immigrants and implies that they are being treated unfairly or mistreated. 3. The implied meaning of the post is that immigrants are being treated as slaves and that they are being forced to work as slaves under the threat of deportation. This perpetuates negative stereotypes and promotes discrimination against immigrants. Overall, the post is offensive because it targets immigrants and implies that they are being treated unfairly and mistreated. It promotes a negative and discriminatory view towards immigrants, which is offensive and discriminatory. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1161,1161,white devil books,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white people,White people are evil.
1171,1171,berkeley's bazian on #paris attacks : it's the #islamophobia  stupid ! #tcot #teaparty,Miss,"(A) Hate. 1.The post mentions Berkeley's ""Bazarian"" and the Paris attacks. This implies that the post is referring to a specific event or situation. 2. The post then states, ""it's the #islamophobia stupid!"" This implies that the post is criticizing or expressing a negative opinion about Islamophobia. 3. The use of hashtags such as #tcot (Top Conservatives on Twitter) and #teaparty (Top Tea Party) suggests that the post is likely coming from a conservative perspective or political ideology. 4. The implied meaning of the post is that Muslims are terrorists. This is derived from the combination of the mention of the attacks and the use of the hashtag #islamophobia, which is a term often used to describe a fear or hatred towards Muslims. Therefore, the post can be considered offensive as it targets Muslims and implies that they are terrorists. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1188,1188,how much worse will a big quake be with massive #population growth and density ? via #toomanypeople,Miss,"(A) Hate. 1.The post mentions a ""big quake"" and implies that it will be worse. This implies that the post is discussing a natural disaster or a natural disaster. 2. The post then mentions ""massive population growth and density"" and ""toomanypeople."" This implies that the post is referring to the population growth and density of the population, which is a negative aspect. 3. The post concludes by stating ""how much worse will a big quake be with massive population growth and density?"" This implies that the presence of immigrants is causing the population to grow and increase, which is a negative and harmful stereotype. Overall, the post targets immigrants by implying that they are responsible for the population growth and density of the country, which is offensive and promotes negative stereotypes about immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1192,1192,fair to white men only and i am white and i think you are delusional and need to seek a mental health check up,Miss,"(A) Hate. 1.The post explicitly states that it is ""fair to white men only"" and that the person who wrote it is white. This targets minorities by singling them out based on their race and implying that they are not deserving of fair treatment. 2. The post then goes on to say that the person being addressed is delusional and needs to seek a mental health check up. This implies that minorities are mentally ill and need to seek help. Overall, the post is offensive because it targets minorities by implying that they are mentally ill and need to seek help. It promotes discrimination and reinforces negative stereotypes about minorities. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1194,1194,non-white candidate for london mayor : there are too many white men | read more : via,Miss,"(A) Hate. 1.The post specifically mentions a non-white candidate for the mayor of London, indicating that it is targeting white people. 2. The post states that there are too many white men, implying that white people are overrepresented or overrepresented in society. 3. The post then provides a link to read more about the issue, suggesting that there is more information or evidence to support the statement made by the non-white candidate. This post can be considered offensive because it generalizes and stereotypes white people as being overrepresented or overrepresented in society. It promotes a negative and discriminatory view of white people, suggesting that they are a burden or hindrance to society. This kind of generalization and stereotyping can perpetuate harmful biases and contribute to discrimination and prejudice against white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1207,1207,the white race has the launch codes . what else really matters ?,Miss,"(A) Hate. 1.The post specifically mentions the ""white race"" and implies that they have launch codes. This targets minorities by singling them out based on their race. 2. The post then asks, ""what else really matters?"" This implies that the importance of other factors or factors is not as important as the white race. This implies that the importance of other races is irrelevant or insignificant. 3. The implied meaning of the post is that minorities are inferior to whites. By stating that the white race has launch codes, it suggests that the importance of other races is irrelevant or insignificant. This perpetuates a hierarchy of races and promotes the idea of racial superiority. Overall, the post is offensive because it targets minorities and promotes the idea of their inferiority. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1231,1231,what truth ? that you invaded a country full of white christians ? sod off ..,Miss,"(B) Not hate. 1.The post starts by questioning the truth, implying that the person being referred to invaded a country full of white Christians. 2. The post then dismisses the idea of the person being referred to as invaders by saying ""sod off."" Based on this analysis, the post does not appear to be hate speech. It may express a negative opinion or frustration towards the person being referred to, but it does not contain any explicit or direct expressions of hatred or discrimination towards a specific group.",O,(A) Hate.,O,(A) Hate.,immigrants,Immigrants have invaded America
1260,1260,the false narrative : it's open season on killing whites and cops via,Miss,"(B) Not hate. 1.The post mentions ""the false narrative"" which suggests that the post is discussing a false or misleading narrative. 2. The post states that there is an ""open season"" on killing whites and cops. 3. The post does not provide any evidence or specific examples to support this claim. Based on this analysis, the post does not appear to be hate speech. It is discussing a false narrative and expressing an opinion about the situation.",O,(A) Hate.,O,(A) Hate.,non-white people,non-white people are killers
1287,1287,what's worse ? isis or the united gop / dnc attacking what's left of white southern heritage in america ?,Miss,"(B) Not hate. 1.The post mentions ISIS and the United GOP/DNC attacking what's left of white southern heritage in America. 2. It does not directly attack or demean any specific group of people based on their race, ethnicity, religion, or other protected characteristics. 3. However, it does mention ISIS and the United GOP/DNC, which could be seen as promoting or glorifying extremist ideologies. 4. The post does not provide any context or evidence to support these claims. Based on these steps, the post does not appear to be hate speech. It raises a question about the impact of ISIS and the United GOP/DNC on white southern heritage in America.",O,(A) Hate.,O,(A) Hate.,politicians,Politicians are anti-white
1302,1302,obama has zero concern for middle class white america he is more dangerous to america than any terrorist,Miss,"(B) Not hate. 1.The post mentions Obama and states that he has zero concern for middle class white America. 2. It also claims that Obama is more dangerous to America than any terrorist. Based on this analysis, the post does not appear to be hate speech. It expresses a political opinion and compares Obama's perceived level of concern for the middle class and white America to a terrorist. However, it does not contain any explicit or direct attacks or derogatory language towards a specific group of people.",O,(A) Hate.,O,(A) Hate.,muslims,Muslims are terrorists.
1304,1304,remember this : la raza is a part of roman catholic liberation theology aimed at destroying white protestant america .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,catholics,Catholics promote the end of protestants
1322,1322,oy vey ! white supreeeeemacy ! ! !,Miss,"(A) Hate. 1.The post uses the phrase ""oy vey"" which is a play on words, combining the words ""oy"" and ""vey"" to create a sarcastic and mocking tone. 2. The post then mentions ""white supremacy,"" which is a term often used to criticize and demean white people. 3. By using this term, the post implies that white people are being oppressed or oppressed. 4. The use of exclamation marks and repetition of the word ""white supremacy"" adds emphasis and intensity to the post, further emphasizing the negative connotation and promoting the idea that white people are being oppressed or oppressed. Overall, the post targets white people by using a derogatory term and implies that they are being oppressed or oppressed. This can be considered offensive as it promotes negative stereotypes and perpetuates discrimination against a specific racial group. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1324,1324,why are we stealing high iq people from native cultures that need them ? why do we hate those cultures so much ?,Miss,"(A) Hate. 1.The post starts by questioning why high IQ people are being taken from native cultures that need them. This implies that immigrants are being taken advantage of or disadvantaged by these cultures. 2. The post then questions why these ""high IQ people"" are being taken away from native cultures that need them. This implies that immigrants are being taken advantage of or exploited by these cultures. 3. The post concludes by stating that ""why do we hate those cultures so much?"" This implies that immigrants are being criticized for hating their own cultures. Overall, the post targets immigrants by questioning their intelligence and suggesting that they are being taken advantage of by stealing high IQ people from native cultures. This can be seen as offensive because it perpetuates stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1340,1340,selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,"blacks, northerners and jews","Blacks, northerners and jews pretend to be superior"
1391,1391,notice-there was a happy white family in the video.not african american  asian  latino  or native .. white .,Miss,"(A) Hate. 1.The post specifically mentions a ""happy white family"" in a video. This implies that the video is referring to a specific racial group, which is white people. 2. The post then states that the family is not African American, Asian, Latino, or native. This implies that the family is not from these racial groups, suggesting that they are not part of the white family. 3. The post concludes by stating ""white,"" which further emphasizes the focus on white people. This implies that being white is superior or more desirable, suggesting that being white is superior or more desirable. Overall, the post targets white people by excluding them from the mentioned racial groups and implies that they are superior to other racial groups. This can be considered offensive as it promotes racial superiority and discriminates against individuals based on their race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1394,1394,hey robert  if the thesis of your book d . m . e is on to something  then this shakes islam at it's very foundations . am i right ?,Miss,"(B) Not hate. 1.The post starts with a friendly greeting, ""hey robert."" 2. The post mentions the thesis of the book ""D.M.E."" 3. The post states that if the thesis of the book is correct, then something shakes Islam at its very foundations. 4. The post ends with a question asking if the person is right. Based on this analysis, the post does not appear to contain hate speech. It is a question expressing a belief or opinion about the implications of a book and a questioning the accuracy of the thesis.",O,(A) Hate.,O,(A) Hate.,muslims,Muslims have an inferior faith.
1397,1397,white ppl are already a minority in the world ..,Miss,"(B) Not hate. 1.The post states a fact about white people being a minority in the world. 2. It does not contain any derogatory language or offensive slurs. 3. It does not target or discriminate against any specific race or group. 4. It does not incite violence or promote harm towards any group. Based on these steps, the post does not appear to be hate speech.",O,(A) Hate.,O,(A) Hate.,white people,White people are a minority.
1406,1406,: white tourists savagely beaten in new orleans via,Miss,"(B) Not hate. 1.The post mentions ""white tourists"" being savagely beaten in New Orleans. 2. It does not provide any context or evidence to support the claim that white tourists were beaten. 3. It does not explicitly express hatred or discrimination towards any specific group. 4. However, it does mention a violent act, which could be seen as promoting harm or violence towards white tourists. Based on these steps, the post does not explicitly contain hate speech, but it does mention a violent incident involving white tourists.",O,(A) Hate.,O,(A) Hate.,white people,White people are killed.
1412,1412,white children are magical !,Miss,"(A) Hate. 1.The post explicitly states that ""white children are magical."" This statement targets white children by singling them out as the subject of the statement. 2. The implied meaning of the post is that white children are magical. This is derived from the statement that white children are magical. By stating that white children are magical, it implies that other children are not magical. This can be seen as offensive because it promotes a discriminatory and prejudiced view of white children based on their race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1428,1428,it has gotten so bad that loving your family and friends is racist if you're white even if you think people are equal .,Miss,"(A) Hate. 1.The post states that loving one's family and friends is racist if you're white, even if you think people are equal. This implies that white people are being unfairly treated or treated unfairly based on their race. 2. By stating that loving one's family and friends is racist, the post suggests that white people are being unfairly treated or treated unfairly. 3. The post further implies that white people are being unfairly treated or treated unfairly based on their race. This post can be considered offensive because it generalizes and stereotypes an entire racial group, implying that they are being unfairly treated or treated unfairly. It promotes a negative and discriminatory view of white people, which can be hurtful and offensive to those who identify as white. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1433,1433,of course tinder was founded by two jews . no surprises .,Miss,"(B) Not hate. 1.The post mentions the fact that ""tinder"" was founded by two Jews. 2. It does not contain any derogatory language or offensive slurs. 3. It does not target or discriminate against any specific group based on their race, religion, ethnicity, or any other protected characteristic. 4. It does not incite violence or promote harm towards any individual or group. Based on these steps, the post does not appear to be hate speech.",O,(A) Hate.,O,(A) Hate.,jews,Jews are devious
1452,1452,sargon of akkad and debate race differences  identity  and the morality of white survival .,Miss,"(B) Not hate. 1.The post mentions ""sargon of akkad"" and ""race differences identity and the morality of white survival."" 2. It does not explicitly mention any specific race or group of people. 3. However, it does mention race differences and the morality of white survival, which could potentially be interpreted as promoting or promoting a belief in racial superiority or superiority. 4. The post does not provide any context or further information about the content of the debate or the intentions behind it. Based on this analysis, the post does not explicitly contain hate speech, but it does touch on sensitive topics related to race and identity.",O,(A) Hate.,O,(A) Hate.,white people,White people need to survive.
1455,1455,that's not true . whites don't scream their civil rights have been violated . you never here a white say he was arrested because he was white,Miss,"(A) Hate. 1.The post starts by stating ""that's not true,"" implying that the previous statement or argument is not true. 2. The post then states ""whites don't scream their civil rights have been violated,"" suggesting that white people do not express their concerns or concerns about their rights being violated. 3. The post then mentions ""you never here a white say he was arrested because he was white,"" suggesting that white people are not being given the same level of legal protections as other racial groups. 4. The post concludes by stating ""you never here a white say he was arrested because he was white,"" implying that white people are not being treated fairly or fairly in the justice system. This post can be considered offensive because it generalizes and stereotypes white people as being unjustly treated or treated unfairly. It assumes that all white people are not entitled to the same rights and that they are not being treated fairly or fairly. This perpetuates negative stereotypes and promotes discrimination against white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1480,1480,karma : bringing in low skill workers for the corporate class to enslave and profit off of them here . keeping wages stagnant for the working class.such a noble liberal .,Miss,"(A) Hate. 1.The post mentions ""karma,"" which is a term often used to describe the concept of karma, which refers to the concept of retribution or punishment. This implies that the post is targeting immigrants. 2. The post mentions ""bringing in low skill workers for the corporate class to enslave and profit off of them here."" This implies that immigrants are being brought in to exploit the system and exploit the working class. 3. The post also mentions ""keeping wages stagnant for the working class."" This implies that immigrants are a burden on the working class and that they are a burden on wages and wages. 4. The post concludes by calling the person a ""noble liberal."" This implies that the person being referred to is not only a ""noble liberal"" but also a ""noble liberal."" Overall, the post targets immigrants by portraying them as a burden on society and implies that they are a burden on the working class. This can be seen as offensive because it perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1503,1503,2 / there is currently an unprecedented assault taking place on the free speech of american citizens by anti-white corporate interests .,Miss,"(B) Not hate. 1.The post mentions an ""unprecedented assault"" on the free speech of American citizens. 2. It states that this assault is being carried out by ""anti-white corporate interests."" Based on this information, the post does not appear to be hate speech. It is expressing a concern about the potential impact of corporate interests on free speech.",O,(A) Hate.,O,(A) Hate.,liberals,Liberals limit free speech
1525,1525,"  "" white lives matter "" "" reads of boomer """,Miss,"(B) Not hate. 1.The post includes the phrase ""white lives matter,"" which is a statement advocating for the importance of white lives. 2. The post also includes the phrase ""reads of boomer,"" which could be interpreted as a reference to the baby boomer generation. Based on these steps, the post does not appear to be hate speech. It is expressing a viewpoint about the importance of white lives and referencing a specific generation. However, without further context or information, it is difficult to determine the intent or tone of the post.",O,(A) Hate.,O,(A) Hate.,black people,Black people are inferior
1535,1535,. iranian #military #leader : #islamic revolutionary guards will be in #us & #europe very soon #banislam,Miss,"(B) Not hate. 1.Identify the content: The post mentions Iranian military leader and Islamic revolutionary guards being present in the US and Europe. 2. Analyze the language used: The language used in the post does not contain any explicit hate speech or derogatory terms. 3. Consider the context: The post is discussing a political event and the potential presence of Islamic revolutionary guards in the US and Europe. Based on the analysis, the post does not appear to be hate speech. It is expressing a political opinion and expressing a desire for a ban on Islam.",O,(A) Hate.,O,(A) Hate.,muslims,Muslims are taking over USA and Europe
1553,1553,not just the brits but eurocucks and the elitist white cucks here too .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,europeans,Europeans are not masculine
1578,1578,we won't have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots . we'll keep having #katesteinle miscarriages of justice until they learn to fear us .,Miss,"(B) Not hate. 1.The post mentions the system fearing white civil disobedience and fearing all the immigrant and minority riots. 2. It suggests that the system will continue to have miscarriages of justice until they learn to fear ""us."" Based on this analysis, the post does not appear to be hate speech. It expresses a viewpoint about the system's fear towards certain groups and the potential consequences of their actions.",O,(A) Hate.,O,(A) Hate.,whites,anti white discrimination
1585,1585,were built by white people . founded on white principles . 2 /,Miss,"(B) Not hate. 1.The post states that ""were built by white people."" This is a statement about the racial background of the people who built the building. 2. The post also mentions that the building was founded on ""white principles."" This implies that the principles of the building were based on the beliefs and principles of white people. Based on this analysis, the post does not appear to be hate speech. It is a statement about the racial background of the builders and their principles.",O,(A) Hate.,O,(A) Hate.,white people,White people build countries.
1598,1598,ivanka needs to be assigned to the home shopping network only - for the good of humanity .,Miss,"(A) Hate. 1.The post specifically mentions ""ivanka,"" which refers to a person. This targets immigrants as it singles out a specific individual, implying that they are the problem or the cause of the issue. 2. The post suggests that Ivanka should be assigned to the home shopping network only, implying that immigrants are not welcome or valued in the current location. This implies that immigrants are not valued or valued in society. 3. The post further implies that this assignment is for the good of humanity, suggesting that immigrants are not welcome or deserving of the same rights and opportunities as others. This implies that immigrants are not valued or valued in society. Overall, the post targets immigrants by suggesting that they are not welcome in the current location and should be excluded from the current network. This can be considered offensive as it promotes discrimination and marginalization of immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1603,1603,panic stricken owaisi get into rabble rousing muslims #myjihad bjp #gopinathmunde mumbai uttar pradesh,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,muslims,Muslims are dangerous
1617,1617,2 think otherwise is some racist fantasy that thnks blacks are less moral than whites .,Miss,"(A) Hate. 1.The post starts by stating ""2 think otherwise is some racist fantasy."" This implies that the post is discussing a belief or opinion that is being questioned or questioned. 2. The post then goes on to say ""thnks blacks are less moral than whites."" This statement targets black people by suggesting that they are morally inferior to white people. 3. The implied meaning of the post is that black people are morally inferior to white people. This post can be considered offensive because it generalizes and stereotypes an entire racial group based on the actions or beliefs of a few individuals. It promotes a negative and discriminatory view of black people, implying that they are morally inferior. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1654,1654,maybe.after all the white folks are bred out .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,minorities,Minorities want to destroy white culture.
1674,1674,ok  you go first ... then i get all the left overs while they chase you out the front door !,Miss,"(A) Hate. 1.The post starts by saying ""ok you go first..."" which implies that the person is addressing a specific group of people. 2. The post then mentions ""left overs"" which is a derogatory term used to refer to people who are left overs or undocumented immigrants. This targets immigrants by dehumanizing them and implying that they are unwanted or unwanted. 3. The post continues by saying ""while they chase you out the front door!"" This statement implies that immigrants are being chased or harmed by others, suggesting that they are a threat or danger to the safety of the person being addressed. Overall, the post targets immigrants by dehumanizing them and implying that they are a threat or danger to the safety of others. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
1711,1711,all these people ( mostly white males )  who feel insecurevand threatened because the have to share with other cultures  races  sexes etc you cant stop multiculturalism ... 5-6 billion non white people now  you cant kill them all .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white people,most racists are white
1747,1747,i'm white and jewish  can i join your party ? oh that's right neither of those are qualifiers to be american . #maga brother,Miss,"(B) Not hate. 1.The post starts by stating that the person is white and Jewish. This is a statement of their racial and religious identity. 2. The post then asks if they can join the party. This is a question about the party's eligibility for membership. 3. The post concludes by stating that neither of those qualifications are qualifiers to be American. This is a statement about the party's eligibility for membership. 4. The post ends with the hashtag #maga, which stands for ""Make America Great Again,"" a slogan associated with Donald Trump's presidential campaign. Based on this analysis, the post does not appear to contain hate speech. It is a question about the eligibility of the person's racial and religious identity to join a political party.",O,(A) Hate.,O,(A) Hate.,progressives,Progressives are racist.
1770,1770,tfw you're neurotically trying to prevent a genocide while openly committing one of your own against white people .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white folks,genocide against whites
1782,1782," rt :  "" hate "" "" is codeword for "" "" white ethnic interest "" "" "" diversity "" "" is codeword for "" "" less white ppl "" "" """,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,progressives,Progressives want to cull the white race.
1792,1792,the exploitation of southern poor white trash to turn them against their own countrymen  why do you think they chose abe ?,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,southern whites,Southern whites are weak
1797,1797,#germany : refugees molest two 11 year old girls in swimming pool #nievenheim . #flchtling,Miss,"(A) Hate. 1.The post specifically mentions ""refugees"" and accuses them of molesting two 11-year-old girls in a swimming pool. This targets refugees as a group and implies that they are responsible for the alleged crimes. 2. The use of the hashtag #nievenheim further reinforces the negative stereotype that refugees are dangerous or dangerous. This further perpetuates negative stereotypes about refugees and implies that they are dangerous or dangerous. 3. The use of the hashtag #flchtling further adds to the offensive nature of the post. It suggests that the post is attempting to spread fear and prejudice against refugees, implying that they are a threat or danger to society. Overall, the post is offensive because it targets refugees, portrays them as dangerous, and promotes negative stereotypes about their behavior. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
